Timestamp,Facebook Link,Reason,Details
2025-07-26T15:12:10.678072,https://www.facebook.com/groups/247894099255287/permalink/1725758794802136/,Other,
2025-07-26T15:12:36.557012,https://www.facebook.com/groups/247894099255287/permalink/1725758794802136/,Spam,
2025-07-26T15:12:48.250819,https://www.facebook.com/groups/247894099255287/permalink/1725758794802136/,Other,
2025-07-26T15:12:53.100600,https://www.facebook.com/groups/247894099255287/permalink/1725758794802136/,Spam,
